compra127,0,400,127,400,2127,400,4127,400,6127,400,8001
compra128,0,400,128,400,2128,400,4128,400,6128,400,8001
compra129,0,400,129,400,2129,400,4129,400,6129,400,8001
compra130,0,400,130,400,2130,400,4130,400,6130,400,8001
compra131,0,400,131,400,2131,400,4131,400,6131,400,8001
compra132,0,400,132,400,2132,400,4132,400,6132,400,8001
compra133,0,400,133,400,2133,400,4133,400,6133,400,8001
compra134,0,400,134,400,2134,400,4134,400,6134,400,8001
compra135,0,400,135,400,2135,400,4135,400,6135,400,8001
compra136,0,400,136,400,2136,400,4136,400,6136,400,8001
compra137,0,400,137,400,2137,400,4137,400,6137,400,8001
compra138,0,400,138,400,2138,400,4138,400,6138,400,8001
compra139,0,400,139,400,2139,400,4139,400,6139,400,8001
compra140,0,400,140,400,2140,400,4140,400,6140,400,8001
compra141,0,400,141,400,2141,400,4141,400,6141,400,8001
compra142,0,400,142,400,2142,400,4142,400,6142,400,8001
compra143,0,400,143,400,2143,400,4143,400,6143,400,8001
compra144,0,400,144,400,2144,400,4144,400,6144,400,8001
compra145,0,400,145,400,2145,400,4145,400,6145,400,8001
compra146,0,400,146,400,2146,400,4146,400,6146,400,8001
compra147,0,400,147,400,2147,400,4147,400,6147,400,8001
compra148,0,400,148,400,2148,400,4148,400,6148,400,8001
compra149,0,400,149,400,2149,400,4149,400,6149,400,8001
compra150,0,400,150,400,2150,400,4150,400,6150,400,8001
compra151,0,400,151,400,2151,400,4151,400,6151,400,8001
compra152,0,400,152,400,2152,400,4152,400,6152,400,8001
compra153,0,400,153,400,2153,400,4153,400,6153,400,8001
compra154,0,400,154,400,2154,400,4154,400,6154,400,8001
compra155,0,400,155,400,2155,400,4155,400,6155,400,8001
compra156,0,400,156,400,2156,400,4156,400,6156,400,8001
compra157,0,400,157,400,2157,400,4157,400,6157,400,8001
compra158,0,400,158,400,2158,400,4158,400,6158,400,8001
compra159,0,400,159,400,2159,400,4159,400,6159,400,8001
compra160,0,400,160,400,2160,400,4160,400,6160,400,8001
compra161,0,400,161,400,2161,400,4161,400,6161,400,8001
compra162,0,400,162,400,2162,400,4162,400,6162,400,8001
compra163,0,400,163,400,2163,400,4163,400,6163,400,8001
compra164,0,400,164,400,2164,400,4164,400,6164,400,8001
compra165,0,400,165,400,2165,400,4165,400,6165,400,8001
compra166,0,400,166,400,2166,400,4166,400,6166,400,8001
compra167,0,400,167,400,2167,400,4167,400,6167,400,8001
compra168,0,400,168,400,2168,400,4168,400,6168,400,8001
compra169,0,400,169,400,2169,400,4169,400,6169,400,8001
compra170,0,400,170,400,2170,400,4170,400,6170,400,8001
compra171,0,400,171,400,2171,400,4171,400,6171,400,8001
compra172,0,400,172,400,2172,400,4172,400,6172,400,8001
compra173,0,400,173,400,2173,400,4173,400,6173,400,8001
compra174,0,400,174,400,2174,400,4174,400,6174,400,8001
compra175,0,400,175,400,2175,400,4175,400,6175,400,8001
compra176,0,400,176,400,2176,400,4176,400,6176,400,8001
compra177,0,400,177,400,2177,400,4177,400,6177,400,8001
compra178,0,400,178,400,2178,400,4178,400,6178,400,8001
compra179,0,400,179,400,2179,400,4179,400,6179,400,8001
compra180,0,400,180,400,2180,400,4180,400,6180,400,8001
compra181,0,400,181,400,2181,400,4181,400,6181,400,8001
compra182,0,400,182,400,2182,400,4182,400,6182,400,8001
compra183,0,400,183,400,2183,400,4183,400,6183,400,8001
compra184,0,400,184,400,2184,400,4184,400,6184,400,8001
compra185,0,400,185,400,2185,400,4185,400,6185,400,8001
compra186,0,400,186,400,2186,400,4186,400,6186,400,8001
compra187,0,400,187,400,2187,400,4187,400,6187,400,8001
compra188,0,400,188,400,2188,400,4188,400,6188,400,8001
compra189,0,400,189,400,2189,400,4189,400,6189,400,8001
compra190,0,400,190,400,2190,400,4190,400,6190,400,8001
compra191,0,400,191,400,2191,400,4191,400,6191,400,8001
compra192,0,400,192,400,2192,400,4192,400,6192,400,8001
compra193,0,400,193,400,2193,400,4193,400,6193,400,8001
compra194,0,400,194,400,2194,400,4194,400,6194,400,8001
compra195,0,400,195,400,2195,400,4195,400,6195,400,8001
compra196,0,400,196,400,2196,400,4196,400,6196,400,8001
compra197,0,400,197,400,2197,400,4197,400,6197,400,8001
compra198,0,400,198,400,2198,400,4198,400,6198,400,8001
compra199,0,400,199,400,2199,400,4199,400,6199,400,8001
compra200,0,400,200,400,2200,400,4200,400,6200,400,8001
compra201,0,400,201,400,2201,400,4201,400,6201,400,8001
compra202,0,400,202,400,2202,400,4202,400,6202,400,8001
compra203,0,400,203,400,2203,400,4203,400,6203,400,8001
compra204,0,400,204,400,2204,400,4204,400,6204,400,8001
compra205,0,400,205,400,2205,400,4205,400,6205,400,8001
compra206,0,400,206,400,2206,400,4206,400,6206,400,8001
compra207,0,400,207,400,2207,400,4207,400,6207,400,8001
compra208,0,400,208,400,2208,400,4208,400,6208,400,8001
compra209,0,400,209,400,2209,400,4209,400,6209,400,8001
compra210,0,400,210,400,2210,400,4210,400,6210,400,8001
compra211,0,400,211,400,2211,400,4211,400,6211,400,8001
compra212,0,400,212,400,2212,400,4212,400,6212,400,8001
compra213,0,400,213,400,2213,400,4213,400,6213,400,8001
compra214,0,400,214,400,2214,400,4214,400,6214,400,8001
compra215,0,400,215,400,2215,400,4215,400,6215,400,8001
compra216,0,400,216,400,2216,400,4216,400,6216,400,8001
compra217,0,400,217,400,2217,400,4217,400,6217,400,8001
compra218,0,400,218,400,2218,400,4218,400,6218,400,8001
compra219,0,400,219,400,2219,400,4219,400,6219,400,8001
compra220,0,400,220,400,2220,400,4220,400,6220,400,8001
compra221,0,400,221,400,2221,400,4221,400,6221,400,8001
compra222,0,400,222,400,2222,400,4222,400,6222,400,8001
compra223,0,400,223,400,2223,400,4223,400,6223,400,8001
compra224,0,400,224,400,2224,400,4224,400,6224,400,8001
compra225,0,400,225,400,2225,400,4225,400,6225,400,8001
compra226,0,400,226,400,2226,400,4226,400,6226,400,8001
compra227,0,400,227,400,2227,400,4227,400,6227,400,8001
compra228,0,400,228,400,2228,400,4228,400,6228,400,8001
compra229,0,400,229,400,2229,400,4229,400,6229,400,8001
compra230,0,400,230,400,2230,400,4230,400,6230,400,8001
compra231,0,400,231,400,2231,400,4231,400,6231,400,8001
compra232,0,400,232,400,2232,400,4232,400,6232,400,8001
compra233,0,400,233,400,2233,400,4233,400,6233,400,8001
compra234,0,400,234,400,2234,400,4234,400,6234,400,8001
compra235,0,400,235,400,2235,400,4235,400,6235,400,8001
compra236,0,400,236,400,2236,400,4236,400,6236,400,8001
compra237,0,400,237,400,2237,400,4237,400,6237,400,8001
compra238,0,400,238,400,2238,400,4238,400,6238,400,8001
compra239,0,400,239,400,2239,400,4239,400,6239,400,8001
compra240,0,400,240,400,2240,400,4240,400,6240,400,8001
compra241,0,400,241,400,2241,400,4241,400,6241,400,8001
compra242,0,400,242,400,2242,400,4242,400,6242,400,8001
compra243,0,400,243,400,2243,400,4243,400,6243,400,8001
compra244,0,400,244,400,2244,400,4244,400,6244,400,8001
compra245,0,400,245,400,2245,400,4245,400,6245,400,8001
compra246,0,400,246,400,2246,400,4246,400,6246,400,8001
compra247,0,400,247,400,2247,400,4247,400,6247,400,8001
compra248,0,400,248,400,2248,400,4248,400,6248,400,8001
compra249,0,400,249,400,2249,400,4249,400,6249,400,8001
compra250,0,400,250,400,2250,400,4250,400,6250,400,8001
compra251,0,400,251,400,2251,400,4251,400,6251,400,8001
compra252,0,400,252,400,2252,400,4252,400,6252,400,8001
compra253,0,400,253,400,2253,400,4253,400,6253,400,8001
compra254,0,400,254,400,2254,400,4254,400,6254,400,8001
compra255,0,400,255,400,2255,400,4255,400,6255,400,8001
compra256,0,400,256,400,2256,400,4256,400,6256,400,8001
compra257,0,400,257,400,2257,400,4257,400,6257,400,8001
compra258,0,400,258,400,2258,400,4258,400,6258,400,8001
compra259,0,400,259,400,2259,400,4259,400,6259,400,8001
compra260,0,400,260,400,2260,400,4260,400,6260,400,8001
compra261,0,400,261,400,2261,400,4261,400,6261,400,8001
compra262,0,400,262,400,2262,400,4262,400,6262,400,8001
compra263,0,400,263,400,2263,400,4263,400,6263,400,8001
compra264,0,400,264,400,2264,400,4264,400,6264,400,8001
compra265,0,400,265,400,2265,400,4265,400,6265,400,8001
compra266,0,400,266,400,2266,400,4266,400,6266,400,8001
compra267,0,400,267,400,2267,400,4267,400,6267,400,8001
compra268,0,400,268,400,2268,400,4268,400,6268,400,8001
compra269,0,400,269,400,2269,400,4269,400,6269,400,8001
compra270,0,400,270,400,2270,400,4270,400,6270,400,8001
compra271,0,400,271,400,2271,400,4271,400,6271,400,8001
compra272,0,400,272,400,2272,400,4272,400,6272,400,8001
compra273,0,400,273,400,2273,400,4273,400,6273,400,8001
compra274,0,400,274,400,2274,400,4274,400,6274,400,8001
compra275,0,400,275,400,2275,400,4275,400,6275,400,8001
compra276,0,400,276,400,2276,400,4276,400,6276,400,8001
compra277,0,400,277,400,2277,400,4277,400,6277,400,8001
compra278,0,400,278,400,2278,400,4278,400,6278,400,8001
compra279,0,400,279,400,2279,400,4279,400,6279,400,8001
compra280,0,400,280,400,2280,400,4280,400,6280,400,8001
compra281,0,400,281,400,2281,400,4281,400,6281,400,8001
compra282,0,400,282,400,2282,400,4282,400,6282,400,8001
compra283,0,400,283,400,2283,400,4283,400,6283,400,8001
compra284,0,400,284,400,2284,400,4284,400,6284,400,8001
compra285,0,400,285,400,2285,400,4285,400,6285,400,8001
compra286,0,400,286,400,2286,400,4286,400,6286,400,8001
compra287,0,400,287,400,2287,400,4287,400,6287,400,8001
compra288,0,400,288,400,2288,400,4288,400,6288,400,8001
compra289,0,400,289,400,2289,400,4289,400,6289,400,8001
compra290,0,400,290,400,2290,400,4290,400,6290,400,8001
compra291,0,400,291,400,2291,400,4291,400,6291,400,8001
compra292,0,400,292,400,2292,400,4292,400,6292,400,8001
compra293,0,400,293,400,2293,400,4293,400,6293,400,8001
compra294,0,400,294,400,2294,400,4294,400,6294,400,8001
compra295,0,400,295,400,2295,400,4295,400,6295,400,8001
compra296,0,400,296,400,2296,400,4296,400,6296,400,8001
compra297,0,400,297,400,2297,400,4297,400,6297,400,8001
compra298,0,400,298,400,2298,400,4298,400,6298,400,8001
compra299,0,400,299,400,2299,400,4299,400,6299,400,8001
compra300,0,400,300,400,2300,400,4300,400,6300,400,8001
compra301,0,400,301,400,2301,400,4301,400,6301,400,8001
compra302,0,400,302,400,2302,400,4302,400,6302,400,8001
compra303,0,400,303,400,2303,400,4303,400,6303,400,8001
compra304,0,400,304,400,2304,400,4304,400,6304,400,8001
compra305,0,400,305,400,2305,400,4305,400,6305,400,8001
compra306,0,400,306,400,2306,400,4306,400,6306,400,8001
compra307,0,400,307,400,2307,400,4307,400,6307,400,8001
compra308,0,400,308,400,2308,400,4308,400,6308,400,8001
compra309,0,400,309,400,2309,400,4309,400,6309,400,8001
compra310,0,400,310,400,2310,400,4310,400,6310,400,8001
compra311,0,400,311,400,2311,400,4311,400,6311,400,8001
compra312,0,400,312,400,2312,400,4312,400,6312,400,8001
compra313,0,400,313,400,2313,400,4313,400,6313,400,8001
compra314,0,400,314,400,2314,400,4314,400,6314,400,8001
compra315,0,400,315,400,2315,400,4315,400,6315,400,8001
compra316,0,400,316,400,2316,400,4316,400,6316,400,8001
compra317,0,400,317,400,2317,400,4317,400,6317,400,8001
compra318,0,400,318,400,2318,400,4318,400,6318,400,8001
compra319,0,400,319,400,2319,400,4319,400,6319,400,8001
compra320,0,400,320,400,2320,400,4320,400,6320,400,8001
compra321,0,400,321,400,2321,400,4321,400,6321,400,8001
compra322,0,400,322,400,2322,400,4322,400,6322,400,8001
compra323,0,400,323,400,2323,400,4323,400,6323,400,8001
compra324,0,400,324,400,2324,400,4324,400,6324,400,8001
compra325,0,400,325,400,2325,400,4325,400,6325,400,8001
compra326,0,400,326,400,2326,400,4326,400,6326,400,8001
compra327,0,400,327,400,2327,400,4327,400,6327,400,8001
compra328,0,400,328,400,2328,400,4328,400,6328,400,8001
compra329,0,400,329,400,2329,400,4329,400,6329,400,8001
compra330,0,400,330,400,2330,400,4330,400,6330,400,8001
compra331,0,400,331,400,2331,400,4331,400,6331,400,8001
compra332,0,400,332,400,2332,400,4332,400,6332,400,8001
compra333,0,400,333,400,2333,400,4333,400,6333,400,8001
compra334,0,400,334,400,2334,400,4334,400,6334,400,8001
compra335,0,400,335,400,2335,400,4335,400,6335,400,8001
compra336,0,400,336,400,2336,400,4336,400,6336,400,8001
compra337,0,400,337,400,2337,400,4337,400,6337,400,8001
compra338,0,400,338,400,2338,400,4338,400,6338,400,8001
compra339,0,400,339,400,2339,400,4339,400,6339,400,8001
compra340,0,400,340,400,2340,400,4340,400,6340,400,8001
compra341,0,400,341,400,2341,400,4341,400,6341,400,8001
compra342,0,400,342,400,2342,400,4342,400,6342,400,8001
compra343,0,400,343,400,2343,400,4343,400,6343,400,8001
compra344,0,400,344,400,2344,400,4344,400,6344,400,8001
compra345,0,400,345,400,2345,400,4345,400,6345,400,8001
compra346,0,400,346,400,2346,400,4346,400,6346,400,8001
compra347,0,400,347,400,2347,400,4347,400,6347,400,8001
compra348,0,400,348,400,2348,400,4348,400,6348,400,8001
compra349,0,400,349,400,2349,400,4349,400,6349,400,8001
compra350,0,400,350,400,2350,400,4350,400,6350,400,8001
compra351,0,400,351,400,2351,400,4351,400,6351,400,8001
compra352,0,400,352,400,2352,400,4352,400,6352,400,8001
compra353,0,400,353,400,2353,400,4353,400,6353,400,8001
compra354,0,400,354,400,2354,400,4354,400,6354,400,8001
compra355,0,400,355,400,2355,400,4355,400,6355,400,8001
compra356,0,400,356,400,2356,400,4356,400,6356,400,8001
compra357,0,400,357,400,2357,400,4357,400,6357,400,8001
compra358,0,400,358,400,2358,400,4358,400,6358,400,8001
compra359,0,400,359,400,2359,400,4359,400,6359,400,8001
compra360,0,400,360,400,2360,400,4360,400,6360,400,8001
compra361,0,400,361,400,2361,400,4361,400,6361,400,8001
compra362,0,400,362,400,2362,400,4362,400,6362,400,8001
compra363,0,400,363,400,2363,400,4363,400,6363,400,8001
compra364,0,400,364,400,2364,400,4364,400,6364,400,8001
compra365,0,400,365,400,2365,400,4365,400,6365,400,8001
compra366,0,400,366,400,2366,400,4366,400,6366,400,8001
compra367,0,400,367,400,2367,400,4367,400,6367,400,8001
compra368,0,400,368,400,2368,400,4368,400,6368,400,8001
compra369,0,400,369,400,2369,400,4369,400,6369,400,8001
compra370,0,400,370,400,2370,400,4370,400,6370,400,8001
compra371,0,400,371,400,2371,400,4371,400,6371,400,8001
compra372,0,400,372,400,2372,400,4372,400,6372,400,8001
compra373,0,400,373,400,2373,400,4373,400,6373,400,8001
compra374,0,400,374,400,2374,400,4374,400,6374,400,8001
compra375,0,400,375,400,2375,400,4375,400,6375,400,8001
compra376,0,400,376,400,2376,400,4376,400,6376,400,8001
compra377,0,400,377,400,2377,400,4377,400,6377,400,8001
compra378,0,400,378,400,2378,400,4378,400,6378,400,8001
compra379,0,400,379,400,2379,400,4379,400,6379,400,8001
compra380,0,400,380,400,2380,400,4380,400,6380,400,8001
compra381,0,400,381,400,2381,400,4381,400,6381,400,8001
compra382,0,400,382,400,2382,400,4382,400,6382,400,8001
compra383,0,400,383,400,2383,400,4383,400,6383,400,8001
compra384,0,400,384,400,2384,400,4384,400,6384,400,8001
compra385,0,400,385,400,2385,400,4385,400,6385,400,8001
compra386,0,400,386,400,2386,400,4386,400,6386,400,8001
compra387,0,400,387,400,2387,400,4387,400,6387,400,8001
compra388,0,400,388,400,2388,400,4388,400,6388,400,8001
compra389,0,400,389,400,2389,400,4389,400,6389,400,8001
compra390,0,400,390,400,2390,400,4390,400,6390,400,8001
compra391,0,400,391,400,2391,400,4391,400,6391,400,8001
compra392,0,400,392,400,2392,400,4392,400,6392,400,8001
compra393,0,400,393,400,2393,400,4393,400,6393,400,8001
compra394,0,400,394,400,2394,400,4394,400,6394,400,8001
compra395,0,400,395,400,2395,400,4395,400,6395,400,8001
compra396,0,400,396,400,2396,400,4396,400,6396,400,8001
compra397,0,400,397,400,2397,400,4397,400,6397,400,8001
compra398,0,400,398,400,2398,400,4398,400,6398,400,8001
compra399,0,400,399,400,2399,400,4399,400,6399,400,8001
compra400,0,400,400,400,2400,400,4400,400,6400,400,8001
compra401,0,400,401,400,2401,400,4401,400,6401,400,8001
compra402,0,400,402,400,2402,400,4402,400,6402,400,8001
compra403,0,400,403,400,2403,400,4403,400,6403,400,8001
compra404,0,400,404,400,2404,400,4404,400,6404,400,8001
compra405,0,400,405,400,2405,400,4405,400,6405,400,8001
compra406,0,400,406,400,2406,400,4406,400,6406,400,8001
compra407,0,400,407,400,2407,400,4407,400,6407,400,8001
compra408,0,400,408,400,2408,400,4408,400,6408,400,8001
compra409,0,400,409,400,2409,400,4409,400,6409,400,8001
compra410,0,400,410,400,2410,400,4410,400,6410,400,8001
compra411,0,400,411,400,2411,400,4411,400,6411,400,8001
compra412,0,400,412,400,2412,400,4412,400,6412,400,8001
compra413,0,400,413,400,2413,400,4413,400,6413,400,8001
compra414,0,400,414,400,2414,400,4414,400,6414,400,8001
compra415,0,400,415,400,2415,400,4415,400,6415,400,8001
compra416,0,400,416,400,2416,400,4416,400,6416,400,8001
compra417,0,400,417,400,2417,400,4417,400,6417,400,8001
compra418,0,400,418,400,2418,400,4418,400,6418,400,8001
compra419,0,400,419,400,2419,400,4419,400,6419,400,8001
compra420,0,400,420,400,2420,400,4420,400,6420,400,8001
compra421,0,400,421,400,2421,400,4421,400,6421,400,8001
compra422,0,400,422,400,2422,400,4422,400,6422,400,8001
compra423,0,400,423,400,2423,400,4423,400,6423,400,8001
compra424,0,400,424,400,2424,400,4424,400,6424,400,8001
compra425,0,400,425,400,2425,400,4425,400,6425,400,8001
compra426,0,400,426,400,2426,400,4426,400,6426,400,8001
compra427,0,400,427,400,2427,400,4427,400,6427,400,8001
compra428,0,400,428,400,2428,400,4428,400,6428,400,8001
compra429,0,400,429,400,2429,400,4429,400,6429,400,8001
compra430,0,400,430,400,2430,400,4430,400,6430,400,8001
compra431,0,400,431,400,2431,400,4431,400,6431,400,8001
compra432,0,400,432,400,2432,400,4432,400,6432,400,8001
compra433,0,400,433,400,2433,400,4433,400,6433,400,8001
compra434,0,400,434,400,2434,400,4434,400,6434,400,8001
compra435,0,400,435,400,2435,400,4435,400,6435,400,8001
compra436,0,400,436,400,2436,400,4436,400,6436,400,8001
compra437,0,400,437,400,2437,400,4437,400,6437,400,8001
compra438,0,400,438,400,2438,400,4438,400,6438,400,8001
compra439,0,400,439,400,2439,400,4439,400,6439,400,8001
compra440,0,400,440,400,2440,400,4440,400,6440,400,8001
compra441,0,400,441,400,2441,400,4441,400,6441,400,8001
compra442,0,400,442,400,2442,400,4442,400,6442,400,8001
compra443,0,400,443,400,2443,400,4443,400,6443,400,8001
compra444,0,400,444,400,2444,400,4444,400,6444,400,8001
compra445,0,400,445,400,2445,400,4445,400,6445,400,8001
compra446,0,400,446,400,2446,400,4446,400,6446,400,8001
compra447,0,400,447,400,2447,400,4447,400,6447,400,8001
compra448,0,400,448,400,2448,400,4448,400,6448,400,8001
compra449,0,400,449,400,2449,400,4449,400,6449,400,8001
compra450,0,400,450,400,2450,400,4450,400,6450,400,8001
compra451,0,400,451,400,2451,400,4451,400,6451,400,8001
compra452,0,400,452,400,2452,400,4452,400,6452,400,8001
compra453,0,400,453,400,2453,400,4453,400,6453,400,8001
compra454,0,400,454,400,2454,400,4454,400,6454,400,8001
compra455,0,400,455,400,2455,400,4455,400,6455,400,8001
compra456,0,400,456,400,2456,400,4456,400,6456,400,8001
compra457,0,400,457,400,2457,400,4457,400,6457,400,8001
compra458,0,400,458,400,2458,400,4458,400,6458,400,8001
compra459,0,400,459,400,2459,400,4459,400,6459,400,8001
compra460,0,400,460,400,2460,400,4460,400,6460,400,8001
compra461,0,400,461,400,2461,400,4461,400,6461,400,8001
compra462,0,400,462,400,2462,400,4462,400,6462,400,8001
compra463,0,400,463,400,2463,400,4463,400,6463,400,8001
compra464,0,400,464,400,2464,400,4464,400,6464,400,8001
compra465,0,400,465,400,2465,400,4465,400,6465,400,8001
compra466,0,400,466,400,2466,400,4466,400,6466,400,8001
